Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
286,Nguyen Ngoc Coy,Public,Bad,Brown,Black,Male,Yes,34,"1980, December",Earth-616,Marvel
287,Ael-Dan,Non-dual,Bad,Black,White,Male,No,3,"1991, August",Earth-616,Marvel
288,Mark Armstrong,Secret,Good,Green,Brown,Male,Yes,1,"1994, December",New Earth,DC
289,Seiji Honda,Non-dual,Good,Green,Brown,Male,Yes,1,"2002, May",Earth-616,Marvel
290,Antonio Rodriguez,Secret,Neutral,Brown,No,Male,Yes,51,"1985, August",Earth-616,Marvel
291,Atlo,Non-dual,Good,Red,Brown,Male,Yes,1,"1979, September",Earth-616,Marvel
292,Natalie Wood,Secret,Good,Yellow,Blond,Female,Yes,1,"2003, January",Earth-616,Marvel
293,Edward Arling,Public,Bad,Blue,Blond,Male,Yes,2,"1988, February",New Earth,DC
294,Nedra,Secret,Bad,Brown,Black,Female,No,5,"2013, May",Earth-616,Marvel
295,Roscoe,Public,Bad,Blue,Black,Male,No,4,"1971, March",Earth-616,Marvel
296,Blake Tower,Non-dual,Good,Brown,Blond,Male,Yes,54,"1976, January",Earth-616,Marvel
297,Edward Burke,Secret,Bad,Brown,Red,Male,Yes,5,"1961, October",New Earth,DC
298,Mentor,Public,Neutral,White,No,Male,Yes,48,"1977, October",Earth-616,Marvel
299,Harry Bailey,Public,Neutral,Blue,Brown,Male,Yes,15,"2008, July",New Earth,DC
300,Jung Sakamura,Public,Good,Blue,Black,Male,Yes,2,"1995, January",Earth-616,Marvel
301,Andrea Haggard,Secret,Bad,Green,Black,Female,Yes,7,"1991, September",Earth-616,Marvel
302,Sapphiras,Public,Neutral,Yellow,No,Female,Yes,6,"1995, June",Earth-616,Marvel
303,Sledge,Secret,Bad,Red,White,Male,Yes,12,"1995, January",New Earth,DC
304,Daniel Turpin,Public,Bad,Brown,Brown,Male,No,261,"1942, June",New Earth,DC
305,Ent,Secret,Neutral,Red,Brown,Male,Yes,2,"1991, June",Earth-616,Marvel
306,James Howlett,Secret,Bad,Green,No,Male,No,16,"1999, August",Earth-616,Marvel
307,Max Hunter,Public,Bad,Brown,Black,Male,Yes,6,"2004, November",Earth-616,Marvel
308,Ransome Sole,Secret,Bad,Black,Blond,Male,No,2,"2000, August",Earth-616,Marvel
309,Arthur Pendragon,Public,Good,Brown,Brown,Male,Yes,41,"1936, February",New Earth,DC
310,Fernando Suarez,Non-dual,Good,Brown,Black,Male,Yes,4,"1940, January",New Earth,DC
311,Nickel,Public,Bad,Orange,No,Unknown,Yes,2,"1997, October",Earth-616,Marvel
312,Khaji Ro,Secret,Good,Blue,Brown,Female,Yes,2,"2009, March",New Earth,DC
313,Master Shoju,Public,Good,Blue,Black,Male,No,2,"1981, October",New Earth,DC
314,Death Reaper,Secret,Bad,Brown,Black,Female,Yes,6,"2009, August",Earth-616,Marvel
315,Daniel Peyer,Non-dual,Good,Blue,Blond,Male,Yes,3,"1994, September",Earth-616,Marvel
316,Izan,Secret,Bad,Blue,Bald,Male,No,1,"1943, February",Earth-616,Marvel
317,Misfit,Secret,Bad,Brown,Red,Male,Yes,3,"1992, September",New Earth,DC
318,Chava Prydeman,Secret,Neutral,Blue,Brown,Female,No,1,"1985, November",Earth-616,Marvel
319,SVRMiger,Secret,Good,Blue,Bald,Male,Yes,1,"2011, August",New Earth,DC
320,Janet Jones,Public,Good,Brown,Blond,Female,Yes,5,"1969, May",New Earth,DC
321,Nick Rodriquez,Secret,Good,Brown,Black,Male,No,2,"1985, December",Earth-616,Marvel
322,Baron Krugg,Public,Bad,Green,Green,Male,No,1,"1944, December",Earth-616,Marvel
323,Toto,Public,Bad,Brown,Grey,Male,No,1,"1953, December",Earth-616,Marvel
324,Akihira,Secret,Neutral,Black,Black,Male,No,3,"2008, August",Earth-616,Marvel
325,Eimin Worthington,Secret,Bad,No,Bald,Female,No,10,"2013, May",Earth-616,Marvel
326,Boreas,Public,Good,Black,Black,Male,Yes,2,"1966, November",New Earth,DC
327,Nara,Public,Good,White,Black,Female,No,14,"2013, February",Earth-616,Marvel
328,Rick Lawson,Secret,Bad,Red,Brown,Male,Yes,4,"1997, May",Earth-616,Marvel
329,Vincent,Secret,Bad,Green,Red,Male,Yes,10,"2005, January",Earth-616,Marvel
330,Tyr,Public,Bad,Silver,Silver,Male,Yes,1,"1988, November",Earth-616,Marvel
331,Leper Queen,Known to Authorities,Bad,Brown,Bald,Female,No,17,"2006, January",Earth-616,Marvel
332,Dirk Leydon,Public,Bad,Green,Blond,Male,Yes,1,"1993, August",Earth-616,Marvel
333,Fairy Delight,Secret,Good,Brown,Blond,Female,Yes,1,"1943, March",Earth-616,Marvel
334,Fiona McCormick,Public,Neutral,Black,Red,Female,No,3,"1990, December",Earth-616,Marvel
335,Primo Falcone,Public,Neutral,White,Black,Male,Yes,2,"2004, August",Earth-616,Marvel
336,Tuurgid,Secret,Bad,Green,Black,Male,Yes,1,"1994, October",Earth-616,Marvel
337,Jacob Bernstein,Secret,Bad,Blue,Blond,Male,Yes,4,"1995, December",New Earth,DC
338,Ree,Secret,Good,Blue,No,Male,Yes,1,"1991, September",Earth-616,Marvel
339,Ralph Hutchins,Secret,Bad,Brown,Brown,Male,Yes,10,"1980, July",Earth-616,Marvel
340,Flosi,Public,Good,Brown,Black,Female,Yes,10,"1985, November",Earth-616,Marvel
341,Kevin Crow Clone,Secret,Bad,Brown,Red,Male,Yes,2,"1994, January",New Earth,DC
342,Judas Traveller,Public,Bad,Red,White,Male,Yes,29,"1994, October",Earth-616,Marvel
343,Stan Collins,Secret,Good,Green,Black,Male,Yes,1,"2002, October",Earth-616,Marvel
344,Kamara,Public,Neutral,Blue,Blond,Male,Yes,1,"1989, April",Earth-616,Marvel
345,Pavel Plotnick,Secret,Neutral,Black,Bald,Male,Yes,6,"1966, June",Earth-616,Marvel
346,Owen Candler,Public,Neutral,Blue,White,Male,No,2,"1999, September",Earth-616,Marvel
347,Jonas Sloe,Public,Bad,Brown,Red,Male,Yes,3,"1989, November",New Earth,DC
348,Moudini,Secret,Bad,Black,Black,Male,Yes,1,"1946, June",Earth-616,Marvel
349,Suula,Secret,Neutral,Blue,White,Female,Yes,1,"1990, March",New Earth,DC
350,Kaz,Secret,Bad,Brown,Black,Male,Yes,8,"2007, October",Earth-616,Marvel
351,Christina Valentino,Public,Good,Blue,Red,Female,No,4,"1993, February",Earth-616,Marvel
352,Bud and Lou the Hyenas,Secret,Bad,Blue,Brown,Male,No,9,"2001, March",New Earth,DC
353,Lenora Moore,Secret,Bad,Magenta,Brown,Female,Yes,1,"1948, April",Earth-616,Marvel
354,Lee Kearns,Public,Good,Red,Grey,Male,Yes,3,"1963, June",Earth-616,Marvel
355,Jill Carlyle,Secret,Neutral,Brown,Black,Female,Yes,15,"2000, April",New Earth,DC
356,Arc,Secret,Bad,Grey,Grey,Male,Yes,1,"1994, January",Earth-616,Marvel
357,Michael White,Public,Good,Brown,Brown,Male,Yes,1,"2008, February",Earth-616,Marvel
358,Floyd Ventris,Public,Bad,Blue,Brown,Male,Yes,2,"1954, November",New Earth,DC
359,Santi Sardina,Non-dual,Good,Green,Black,Male,Yes,5,"2013, May",Earth-616,Marvel
360,Lionel Dibbs,Public,Bad,Brown,Black,Male,Yes,3,"1971, March",Earth-616,Marvel
361,Output,Public,Bad,Green,Black,Male,Yes,1,"1997, September",New Earth,DC
362,Yagyu Kojiro,Secret,Bad,Blue,Black,Male,Yes,1,"2009, May",Earth-616,Marvel
363,Ephyra,Public,Good,White,Blue,Female,Yes,6,"1996, September",New Earth,DC
364,Fury-6,Public,Bad,Black,Brown,Male,Yes,11,"2008, December",New Earth,DC
365,Leonard Walls,Public,Neutral,Brown,Bald,Male,Yes,3,"2011, June",Earth-616,Marvel
366,Ace the Bat-Hound,Secret,Good,Black,Brown,Male,Yes,14,"1991, May",New Earth,DC
367,Kelor,Public,Neutral,Photocellular,Blond,Genderless,Yes,2,"1988, February",New Earth,DC
368,Madam Qwa,Secret,Bad,Blue,Grey,Female,Yes,10,"1997, March",Earth-616,Marvel
369,Obnoxio the Clown,Secret,Neutral,Brown,Brown,Male,Yes,1,"1983, April",Earth-616,Marvel
370,Fred MacRae,Secret,Good,Blue,Brown,Male,Yes,4,"2000, May",Earth-616,Marvel
371,Rhea Jones,Secret,Good,White,Red,Female,Yes,35,"1987, December",New Earth,DC
372,Rogers,Public,Neutral,Red,Blond,Male,Yes,1,"2001, April",Earth-616,Marvel
373,Talos,Public,Neutral,Green,No,Male,Yes,9,"1994, June",Earth-616,Marvel
374,Redzone,Secret,Bad,Yellow,Red,Male,No,4,"1994, June",New Earth,DC
375,Tobias,Secret,Bad,Red,Brown,Male,Yes,5,"1995, November",Earth-616,Marvel
376,Ramon Dantas,Public,Bad,Blue,Brown,Male,Yes,4,"1966, October",Earth-616,Marvel
377,Mona Bennett,Secret,Good,Blue,Blond,Female,Yes,48,"1963, July",New Earth,DC
378,Smell,Secret,Bad,White,Brown,Female,Yes,1,"1988, October",Earth-616,Marvel
379,Hermp,Secret,Neutral,Brown,No,Male,Yes,2,"1969, January",Earth-616,Marvel
380,Marcus Fifolet,Secret,Neutral,Black,Brown,Male,Yes,7,"1995, January",Earth-616,Marvel
381,Tarnok-Kol,Public,Bad,Blue,Blond,Male,Yes,1,"1995, May",Earth-616,Marvel
382,Spawn of the Witch Queen,Secret,Bad,Gold,White,Male,No,1,"1942, November",Earth-616,Marvel
383,Klaus Kruger,Secret,Bad,Red,Black,Male,No,1,"1965, August",Earth-616,Marvel
384,John Deleon,Public,Bad,Green,Black,Male,No,3,"1969, November",New Earth,DC
385,Dark Druid,Secret,Bad,Black,Brown,Male,Yes,2,"2010, December",New Earth,DC
386,Dubose Wilson,Public,Bad,Green,Black,Male,Yes,8,"1991, February",Earth-616,Marvel
387,Topo II,Secret,Good,White,Brown,Male,Yes,8,"2007, May",New Earth,DC
388,Ragnar,Public,Bad,Brown,Black,Male,Yes,3,"2012, March",Unknown,DC
389,Carol Henderson,Secret,Good,Black,Bald,Female,Yes,1,"1995, June",Earth-616,Marvel
390,Gorgilla,Secret,Neutral,Brown,Brown,Male,Yes,14,"1960, October",Earth-616,Marvel
391,Gojo,Public,Bad,Yellow,White,Male,No,1,"1942, September",Earth-616,Marvel
392,Carl Kerridge,Secret,Bad,Blue,White,Male,Yes,1,"1994, July",Earth-616,Marvel
393,Jonathan Gatesworth,Public,Bad,Blue,Grey,Male,Yes,1,"1996, June",Earth-616,Marvel
394,Anti-Hero,Secret,Bad,Brown,White,Male,Yes,2,"1999, July",New Earth,DC
395,Visis,Secret,Bad,Green,Black,Male,Yes,6,"1971, June",Earth-616,Marvel
396,Olvido,Secret,Bad,Blue,Blue,Male,Yes,3,"2010, October",Earth-616,Marvel
397,Overkill,Secret,Good,Blue,Black,Male,Yes,3,"2002, September",Earth-616,Marvel
398,Rajani Dhama,Public,Good,Red,Black,Female,Yes,10,"2006, January",Earth-616,Marvel
399,Benito Gallo,Public,Bad,Yellow,White,Male,No,3,"2000, March",New Earth,DC
400,Cockroach,Secret,Good,Brown,Black,Female,No,1,"2011, August",New Earth,DC
401,Shalako,Public,Bad,Green,Blond,Male,No,4,"1990, March",New Earth,DC
402,Kimiyo Hoshi,Secret,Bad,Black,Black,Female,Yes,189,"1985, July",New Earth,DC
403,Joanne Tumolo,Secret,Good,Black,Grey,Female,Yes,14,"1972, November",Earth-616,Marvel
404,Edison,Secret,Bad,Brown,Black,Male,Yes,10,"2006, June",New Earth,DC
405,Butcher,Secret,Bad,Brown,Black,Unknown,No,17,"2010, May",New Earth,DC
406,Skitter,Secret,Bad,Blue,White,Male,Yes,1,"1993, December",Earth-616,Marvel
407,Lord Nekron,Secret,Bad,Blue,Black,Male,No,1,"1968, November",Earth-616,Marvel
408,Idnar,Public,Bad,Black,Blond,Unknown,Yes,1,"1992, April",Earth-616,Marvel
409,Lian Goh,Secret,Good,White,Blond,Female,Yes,9,"1997, September",Earth-616,Marvel
410,John Jones,Secret,Neutral,Brown,Brown,Male,No,1,"2001, August",Earth-616,Marvel
411,Aaron Thorne,Non-dual,Bad,Blue,Brown,Male,Yes,4,"1994, July",Earth-616,Marvel
412,Daimon Hellstrom,Non-dual,Neutral,Red,Red,Male,Yes,242,"1973, September",Earth-616,Marvel
413,Rusty Randolph,Public,Good,Blue,Auburn,Male,Yes,8,"1949, April",Earth-616,Marvel
414,Kai,Secret,Bad,Brown,Black,Male,No,9,"1995, July",New Earth,DC
415,Manitou Raven,Secret,Good,White,Black,Male,No,41,"2002, July",New Earth,DC
416,Gary Johnson,Secret,Bad,Brown,Auburn,Male,Yes,1,"1983, August",New Earth,DC
417,Boston Brand,Secret,Good,Blue,Black,Male,No,262,"1967, October",New Earth,DC
418,Liana,Public,Good,Green,Black,Female,Yes,1,"1983, March",New Earth,DC
419,Pup,Secret,Good,Blue,Green,Male,Yes,2,"2007, March",Earth-616,Marvel
420,Dust Devil,Secret,Bad,Brown,Black,Female,Yes,3,"2010, April",New Earth,DC
421,Balb,Non-dual,Good,Black,Bald,Male,No,1,"1996, May",Earth-616,Marvel
422,Martin van Wyck,Secret,Bad,Blue,Blond,Male,No,27,"1999, March",New Earth,DC
423,Mortigan Goth,Secret,Good,Blue,Blond,Male,Yes,15,"1993, September",Earth-616,Marvel
424,Dragona,Secret,Good,Black,Blond,Female,Yes,5,"1979, August",Earth-616,Marvel
425,Alec Rois,Secret,Bad,Blue,Black,Male,Yes,13,"1988, April",New Earth,DC
426,Vincent Patilio,Public,Neutral,Brown,Brown,Male,Yes,19,"1967, February",Earth-616,Marvel
427,Vladimir,Secret,Neutral,Black,Brown,Male,Yes,1,"1965, April",Earth-616,Marvel
428,Baxu,Non-dual,Good,Brown,Red,Male,No,1,"1963, July",Earth-616,Marvel
429,Bette Noir,Secret,Bad,Grey,Black,Female,Yes,2,"1999, February",New Earth,DC
430,Ajax,Secret,Bad,Brown,Black,Male,No,10,"1998, March",Earth-616,Marvel
431,Mad Hatter II,Secret,Bad,Blue,Red,Male,Yes,12,"1956, April",New Earth,DC
432,Athena Tremor,Secret,Good,Blue,Blond,Female,Yes,27,"1966, June",New Earth,DC
433,Kem-L,Public,Good,Blue,Black,Male,Yes,5,"1989, November",New Earth,DC
434,Terrence,Public,Good,Brown,White,Male,Yes,1,"2011, April",Earth-616,Marvel
435,Mariposa Nichol,Public,Bad,Brown,No,Female,Yes,6,"2008, September",New Earth,DC
436,Hendricks,Public,Good,Green,Brown,Male,Yes,19,"1993, June",New Earth,DC
437,Carolyn Parmentor,Public,Good,White,Brown,Female,No,4,"1986, March",Earth-616,Marvel
438,Piledriver,Secret,Bad,Blue,Black,Male,Yes,2,"1981, September",New Earth,DC
439,Edmund Kenyon,Public,Bad,Brown,Brown,Male,No,1,"1946, June",Earth-616,Marvel
440,Gyre,Secret,Bad,Brown,Grey,Female,Yes,3,"1999, May",Earth-616,Marvel
441,Alex Wilder,Non-dual,Neutral,Brown,Black,Male,Yes,33,"2003, July",Earth-616,Marvel
442,Daniel Fielstein,Public,Good,Blue,Black,Male,Yes,24,"1990, November",Earth-616,Marvel
443,Jamie Sawyer,Public,Good,Brown,Brown,Female,Yes,6,"1988, March",New Earth,DC
444,Sal Buscema,Public,Bad,Brown,Black,Male,Yes,1,"1977, January",Earth-616,Marvel
445,Fire Hand,Secret,Good,Blue,Black,Male,Yes,1,"1990, April",Earth-616,Marvel
446,Tony Masterson,Secret,Bad,Brown,Green,Male,No,5,"1987, August",Earth-616,Marvel
447,Flint,Non-dual,Bad,Brown,Black,Male,Yes,10,"1967, July",Earth-616,Marvel
448,Stheno,Public,Bad,Brown,Black,Female,Yes,11,"2001, February",New Earth,DC
449,Theodore Gavlin,Secret,Bad,Blue,Grey,Male,No,3,"2006, June",New Earth,DC
450,Professor Zorsky,Public,Bad,White,Black,Male,No,1,"1951, August",Earth-616,Marvel
451,Razor,Secret,Bad,Red,Black,Unknown,Yes,7,"2009, June",Earth-616,Marvel
452,Randall Nixon,Public,Neutral,White,Brown,Male,No,3,"2006, March",Earth-616,Marvel
453,Gyro,Secret,Bad,Blue,Black,Male,Yes,2,"1993, April",New Earth,DC
454,Creighton Kendall,Public,Bad,White,Black,Male,No,11,"1992, June",New Earth,DC
455,Ohm,Secret,Bad,Black,Brown,Male,Yes,1,"1994, May",New Earth,DC
456,Eobard Thawne,Secret,Bad,Blue,Red,Male,No,89,"1963, September",New Earth,DC
457,Nikolas,Secret,Bad,Black,Black,Male,No,4,"1998, November",Earth-616,Marvel
458,Major Purge,Public,Bad,Blue,Red,Male,Yes,2,"1988, August",Earth-616,Marvel
459,Stanley Hardy,Non-dual,Neutral,Grey,Brown,Male,Yes,6,"1999, January",Earth-616,Marvel
460,Destiny,Secret,Neutral,Brown,Black,Male,Yes,27,"1972, August",New Earth,DC
461,Gudrun,Public,Good,Black,Blond,Female,Yes,9,"1985, November",Earth-616,Marvel
462,Myla,Secret,Neutral,Green,Blue,Female,Yes,10,"1992, April",Earth-616,Marvel
463,Gossip,Public,Good,Green,Brown,Unknown,Yes,1,"1943, May",Earth-616,Marvel
464,Manoli Wetherell,Public,Good,Yellow,Blond,Female,Yes,13,"1988, February",Earth-616,Marvel
465,Ryuhei Kodo,Public,Good,Black,Black,Male,Yes,1,"2011, June",Earth-616,Marvel
466,Triphammer,Secret,Bad,White,Brown,Male,Yes,1,"1990, February",Earth-616,Marvel
467,Ubu,Public,Bad,Blue,Blond,Male,Yes,33,"1971, June",New Earth,DC
468,Lita Brand,Public,Neutral,Blue,Black,Female,Yes,8,"1968, April",New Earth,DC
469,Maks Chazov,Public,Good,Blue,Brown,Male,Yes,6,"2008, March",New Earth,DC
470,Chama Sierra,Non-dual,Bad,Brown,Black,Male,Yes,3,"1995, November",New Earth,DC
471,William Tockman,Public,Bad,Blue,Black,Male,No,32,"1960, August",New Earth,DC
472,Barnabus Mullen,Non-dual,Good,Blue,Bald,Male,Yes,3,"1940, January",Earth-616,Marvel
473,Grundor,Non-dual,Bad,Blue,Brown,Male,Yes,2,"1989, October",Earth-616,Marvel
474,Green Skull,Secret,Bad,Brown,Black,Male,Yes,1,"2013, January",Earth-616,Marvel
475,Melek,Secret,Bad,Green,Brown,Male,Yes,5,"2005, February",Earth-616,Marvel
476,Bernie Dillon,Non-dual,Good,Blue,Red,Male,Yes,31,"1976, September",Earth-616,Marvel
477,Carol Landers,Public,Good,Red,Brown,Female,Yes,6,"1973, May",Earth-616,Marvel
478,Bramer,Secret,Bad,Red,Brown,Male,Yes,7,"1996, May",Earth-616,Marvel
479,Edmund,Public,Neutral,Brown,Brown,Male,No,1,"2011, July",Earth-616,Marvel
480,Freelance,Public,Bad,Yellow,Black,Male,Yes,1,"1994, December",New Earth,DC
481,Nine of Spades I,Secret,Neutral,Blue,Black,Male,Yes,3,"1990, July",New Earth,DC
482,Burron,Secret,Good,Brown,Red,Male,Yes,1,"1988, September",Earth-616,Marvel
483,Borgo,Secret,Neutral,Brown,Black,Male,No,2,"1969, August",Earth-616,Marvel
484,Chlorino,Secret,Good,White,Black,Male,Yes,1,"1989, July",New Earth,DC
485,Randall Mikavic,Secret,Bad,Grey,Brown,Male,Yes,4,"2010, September",New Earth,DC
486,Charliehorse,Secret,Bad,Black,Brown,Male,Yes,2,"2005, November",New Earth,DC
487,Blastfurnace,Secret,Bad,Blue,No,Unknown,Yes,4,"1996, November",Earth-616,Marvel
488,Metalhead,Secret,Bad,Blue,Brown,Male,Yes,3,"1992, November",New Earth,DC
489,Shor,Secret,Neutral,Green,Black,Female,Yes,3,"2009, May",New Earth,DC
490,Ryuku Orsono,Secret,Good,Black,Black,Male,No,6,"2000, August",New Earth,DC
491,Homebrew,Secret,Good,Blue,Blond,Male,Yes,6,"2005, April",Earth-616,Marvel
492,Mercedes Wilson,Secret,Good,Amber,Red,Female,Yes,9,"1999, March",Earth-616,Marvel
493,Jessica Midnight,Public,Good,Blue,Black,Female,Yes,40,"2002, October",New Earth,DC
494,"Pedro, Ghost Patrol",Public,Good,Brown,Brown,Male,No,29,"1942, May",New Earth,DC
495,Draconis,Secret,Bad,Yellow,Black,Male,Yes,3,"2007, May",Earth-616,Marvel
496,Jun Ho Kim,Public,Good,Black,Black,Male,Yes,3,"2002, December",Earth-616,Marvel
497,Monitor Bob,Public,Neutral,Red,Black,Male,No,33,"2007, July",Unknown,DC
498,Eric Forrester,Non-dual,Bad,Blue,Black,Male,No,3,"1988, October",New Earth,DC
499,Thunderer II,Secret,Bad,White,Brown,Male,No,1,"2007, December",New Earth,DC
500,Derwyddon,Secret,Bad,Blue,Blond,Male,Yes,4,"1985, July",Earth-616,Marvel
501,Flaw,Secret,Bad,Green,No,Male,Yes,11,"2006, March",Earth-616,Marvel
502,Victor Cochran,Secret,Bad,Green,Black,Male,No,4,"1976, July",Earth-616,Marvel
503,Jonathan Law,Secret,Bad,Blue,Blond,Male,No,84,"1941, October",New Earth,DC
504,Cornelius Stirk,Public,Bad,Blue,No,Male,Yes,22,"1988, November",New Earth,DC
505,Kalxor,Secret,Bad,Green,No,Male,Yes,1,"1972, February",Earth-616,Marvel
506,Miss Army Knife,Secret,Bad,Green,Blond,Female,No,3,"2009, August",New Earth,DC
507,Beth Bleckley,Non-dual,Good,Blue,Blond,Male,Yes,1,"1977, January",Earth-616,Marvel
508,Xanthi,Secret,Neutral,Black,White,Male,No,5,"1989, January",New Earth,DC
509,Cleric,Secret,Neutral,Variable,Black,Male,Yes,1,"1997, October",Earth-616,Marvel
510,Otto Vermis,Public,Bad,Red,Grey,Male,No,7,"1977, February",Earth-616,Marvel
511,James Howlett,Secret,Good,Blue,Black,Male,Yes,4,"2007, January",Earth-616,Marvel
512,Nora Reid,Public,Good,Blue,Red,Female,Yes,5,"2010, August",New Earth,DC
513,Killer Casey,Secret,Bad,Blue,Bald,Male,Yes,2,"1941, June",Earth-616,Marvel
514,Harold Windom,Secret,Bad,Black,White,Male,Yes,1,"1976, July",Earth-616,Marvel
515,Alisande Morales,Non-dual,Good,Brown,Black,Female,Yes,19,"2008, May",Earth-616,Marvel
516,Phillip Sterling,Secret,Bad,Blue,Grey,Male,No,32,"1968, April",Earth-616,Marvel
517,Mordecai Boggs,Non-dual,Neutral,Grey,Bald,Male,Yes,14,"1969, November",Earth-616,Marvel
518,Kraken,Public,Good,Brown,Black,Female,Yes,10,"2008, January",New Earth,DC
519,Barbican,Secret,Bad,Black,Black,Male,No,4,"2000, May",Earth-616,Marvel
520,Living Wind,Secret,Bad,Yellow,Brown,Male,Yes,4,"2012, December",Earth-616,Marvel
521,Helena Kyle,Public,Neutral,Green,Brown,Female,Yes,25,"2006, May",New Earth,DC
522,Hercules,Known to Authorities,Good,Blue,Black,Male,Yes,2,"2007, February",Earth-616,Marvel
523,John Scott,Public,Good,Brown,White,Male,No,1,"1941, September",Earth-616,Marvel
524,John Porter,Public,Good,Black,Black,Male,Yes,20,"1989, May",Earth-616,Marvel
525,Floyd Baker,Secret,Neutral,Brown,Auburn,Male,Yes,2,"2007, June",Earth-616,Marvel
526,Harith Damyish,Public,Bad,Grey,Brown,Male,Yes,2,"1996, December",Earth-616,Marvel
527,Daniel Maris,Public,Bad,Brown,Brown,Male,No,2,"1996, March",New Earth,DC
528,Father Darklyte,Secret,Bad,White,White,Male,No,2,"1975, August",Earth-616,Marvel
529,Jonathan Caesar,Public,Bad,Blue,Blond,Male,No,13,"1988, September",Earth-616,Marvel
530,James Montgomery Falsworth,Secret,Good,Blue,Brown,Male,No,32,"1976, July",Earth-616,Marvel
531,Rabbit,Secret,Good,Orange,Black,Female,No,5,"1988, November",Earth-616,Marvel
532,Adrasteia,Public,Good,Green,Red,Female,No,3,"2011, January",New Earth,DC
533,Bill,Non-dual,Neutral,Variable,Brown,Male,Yes,4,"1963, December",Earth-616,Marvel
534,Askare,Secret,Good,White,Blond,Female,Yes,1,"1978, September",Earth-616,Marvel
535,Lockjaw,Secret,Good,Brown,Brown,Male,Yes,255,"1965, December",Earth-616,Marvel
536,Taryia,Public,Good,Green,Red,Female,Yes,7,"1985, December",New Earth,DC
537,Jean Carson,Public,Good,Blue,Blond,Female,Yes,1,"1942, May",Earth-616,Marvel
538,Cyanide Jane,Secret,Good,Blue,White,Female,Yes,2,"2000, November",Earth-616,Marvel
539,Sentinel 17,Secret,Bad,Brown,Black,Unknown,No,2,"1965, December",Earth-616,Marvel
540,Vortex,Secret,Good,Black,Black,Male,Yes,22,"2004, May",New Earth,DC
541,Moses Lwanga,Secret,Good,Brown,Black,Male,Yes,21,"2008, December",New Earth,DC
542,Blake,Secret,Bad,Blue,Black,Male,No,9,"2009, September",Earth-616,Marvel
543,Carrie Phillips,Public,Neutral,Brown,Black,Female,Yes,4,"1988, June",New Earth,DC
544,Dane Gavin,Public,Neutral,Blue,Black,Male,Yes,1,"1974, November",Earth-616,Marvel
545,Deluge,Secret,Bad,Brown,Black,Unknown,Yes,9,"1994, December",Earth-616,Marvel
